#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-07-01T02:16:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595703800436	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595703800436&-file=-c&-oc.form=dec&-out.form=hori&-out.add=_1&-c.r=2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=B-V&-out=SpType&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HD 192713               	 99853	20 15 30.24	+23 30 32.1	 5.18	303.87598846	 23.50892242	   0.75	 1.016	G2Ib SB

HD 192806               	 99874	20 15 46.16	+27 48 51.2	 4.50	303.94232258	 27.81422850	   9.94	 1.258	K3III

HD 192836               	 99913	20 16 19.78	+21 35 55.5	 6.11	304.08242795	 21.59876279	  10.95	 1.039	K1III

HD 192876               	100027	20 17 38.86	-12 30 29.6	 4.30	304.41190045	-12.50821403	   4.75	 0.928	G3Ib

HD 192909               	 99848	20 15 28.32	+47 42 51.1	 3.96	303.86799270	 47.71420530	   2.94	 1.451	K3Ib-II comp

HD 192947               	100064	20 18 03.22	-12 32 41.5	 3.58	304.51341030	-12.54485877	  30.01	 0.883	G6/G8III

HD 19305                	 14445	03 06 26.51	+01 58 02.7	 9.07	 46.61045758	  1.96742325	  67.69	 1.358	M0V

HD 193094               	100018	20 17 31.54	+29 08 51.0	 6.24	304.38140202	 29.14750941	   8.88	 1.010	G9III

HD 193202               	 99427	20 10 52.27	+77 14 15.8	 8.88	302.71777449	 77.23772618	  59.53	 1.320	K5

HD 193664               	100017	20 17 30.63	+66 51 10.7	 5.91	304.37763542	 66.85296587	  56.92	 0.602	G3V


HD 194012               	100511	20 22 52.32	+14 33 04.0	 6.16	305.71800750	 14.55111452	  38.27	 0.498	F8V

HD 194013               	100541	20 23 10.71	+05 20 35.1	 5.30	305.79462251	  5.34307747	  13.23	 0.983	G8III-IV

HD 194069               	100434	20 22 03.06	+41 07 55.7	 6.38	305.51272943	 41.13214600	   2.10	 1.016	G5II+...

HD 194093               	100453	20 22 13.70	+40 15 24.1	 2.23	305.55708346	 40.25668150	   2.14	 0.673	F8Ib

HD 194317               	100587	20 23 51.60	+32 11 24.7	 4.43	305.96498335	 32.19018607	  12.77	 1.331	K3III

HD 19476                	 14668	03 09 29.63	+44 51 28.4	 3.79	 47.37345463	 44.85788896	  29.05	 0.980	K0III

HD 194765               	100896	20 27 27.56	-02 06 10.5	 6.71	306.86484323	 -2.10290922	  20.70	 0.519	F8

HD 194766               	100895	20 27 26.97	-02 07 09.7	 7.49	306.86237260	 -2.11935082	  21.49	 0.520	F8

HD 194943               	101027	20 28 51.62	-17 48 49.2	 4.77	307.21509857	-17.81366828	  33.04	 0.386	F3V

HD 194960               	101040	20 29 00.67	-17 52 30.4	 6.55	307.25279180	-17.87511799	   6.36	 1.080	K0III

HD 195295               	101076	20 29 23.73	+30 22 06.8	 4.01	307.34887900	 30.36855661	   4.30	 0.404	F5II

HD 195506               	101133	20 29 59.87	+45 55 41.5	 6.43	307.49947843	 45.92819432	   7.86	 1.137	K2+...

HD 195564               	101345	20 32 23.51	-09 51 13.1	 5.66	308.09797300	 -9.85364143	  41.26	 0.689	G3V

HD 196197               	101544	20 34 44.60	+32 30 21.0	 6.89	308.68581747	 32.50584340	   3.04	 1.137	K1II-III

HD 196310               	101706	20 36 55.06	-12 44 13.4	 7.65	309.22940795	-12.73705855	  11.40	 0.405	F2IV/V

HD 196310B              	101706	20 36 55.06	-12 44 13.4	 7.65	309.22940795	-12.73705855	  11.40	 0.405	F2IV/V

HD 196524               	101769	20 37 32.87	+14 35 42.7	 3.64	309.38695734	 14.59520289	  33.49	 0.425	F5IV

HD 19656                	 14817	03 11 17.40	+39 36 41.7	 4.61	 47.82250605	 39.61157075	  10.69	 1.115	K1III

HD 196574               	101847	20 38 20.27	-01 06 18.3	 4.31	309.58447294	 -1.10507951	   8.50	 0.949	G8III SB

HD 196725               	101882	20 38 43.98	+13 18 54.5	 5.69	309.68326968	 13.31512567	   2.50	 1.509	K3Ib

HD 196755               	101916	20 39 07.59	+10 05 10.1	 5.07	309.78163540	 10.08615196	  33.27	 0.702	G5IV+...

HD 196758               	101936	20 39 24.83	+00 29 11.4	 5.15	309.85346440	  0.48649190	  13.33	 1.060	K1III

HD 196795               	101955	20 39 37.20	+04 58 18.7	 7.88	309.90501773	  4.97185386	  53.82	 1.241	K5V

HD 196850               	101875	20 38 40.04	+38 38 08.0	 6.76	309.66683330	 38.63556258	  37.12	 0.610	G0

HD 197076               	102040	20 40 45.07	+19 56 05.2	 6.43	310.18777967	 19.93477741	  47.65	 0.611	G5V

HD 197177               	102066	20 41 02.54	+32 18 26.3	 5.53	310.26058373	 32.30731586	   4.05	 0.871	G8IIb


HD 197373               	102011	20 40 17.88	+60 30 17.3	 6.02	310.07448978	 60.50481311	  30.12	 0.443	F6IV

HD 197461               	102281	20 43 27.55	+15 04 28.9	 4.43	310.86477381	 15.07468224	  16.03	 0.302	A7IIIp d Del

HD 197752               	102388	20 44 52.52	+25 16 15.8	 4.92	311.21884679	 25.27104823	   8.94	 1.183	K2III

HD 19787                	 14838	03 11 37.67	+19 43 36.1	 4.35	 47.90695691	 19.72669777	  19.44	 1.033	K2IIIvar

HD 197912               	102453	20 45 39.76	+30 43 10.8	 4.22	311.41566302	 30.71965680	  15.84	 1.051	K0III

HD 197963               	102531	20 46 38.87	+16 07 28.6	 5.15	311.66194885	 16.12462394	  31.69	 0.495	A2Ia+...
HD 197963               	102532	20 46 39.52	+16 07 29.2	 4.27	311.66465833	 16.12477326	  32.14	 1.042	K1IV

HD 197964               	102531	20 46 38.87	+16 07 28.6	 5.15	311.66194885	 16.12462394	  31.69	 0.495	A2Ia+...
HD 197964               	102532	20 46 39.52	+16 07 29.2	 4.27	311.66465833	 16.12477326	  32.14	 1.042	K1IV

HD 197989               	102488	20 46 12.43	+33 58 10.0	 2.48	311.55180091	 33.96945334	  45.26	 1.021	K0III

HD 198026               	102624	20 47 44.24	-05 01 39.4	 4.43	311.93432462	 -5.02760303	   7.33	 1.639	M3IIIvar

HD 198084               	102431	20 45 21.20	+57 34 49.1	 4.52	311.33831928	 57.58029799	  36.87	 0.535	F8IV-V

HD 198809               	103004	20 52 07.73	+27 05 49.7	 4.56	313.03218980	 27.09712771	  15.06	 0.835	G8III

HD 199178               	103144	20 53 53.63	+44 23 11.1	 7.23	313.47346043	 44.38641349	  10.68	 0.785	G2V

HD 199191               	103092	20 53 18.29	+54 31 03.6	 7.15	313.32622220	 54.51766629	   6.90	 0.960	G8III+...

HD 199253               	103294	20 55 36.68	+13 43 17.6	 5.19	313.90282903	 13.72156383	   6.88	 1.119	K0III

HD 199345               	103401	20 56 54.03	-09 41 51.1	 5.49	314.22512443	 -9.69751669	   5.42	 1.474	K5III

HD 199437               	102599	20 47 33.56	+80 33 08.5	 5.36	311.88981878	 80.55235152	   8.12	 1.144	K1III

HD 199476               	102970	20 51 44.05	+74 46 44.1	 7.81	312.93354182	 74.77892856	  33.80	 0.685	G8V

HD 199803               	103611	20 59 32.67	+01 03 55.5	 8.61	314.88612193	  1.06540590	  20.98	 0.673	K0

HD 199941               	103635	20 59 50.82	+16 49 27.7	 6.62	314.96173603	 16.82436487	  20.93	 0.376	F4III

HD 200497               	103981	21 04 04.71	-05 49 23.0	 5.53	316.01963509	 -5.82304908	   6.03	 0.683	G4

HD 200560               	103859	21 02 40.42	+45 53 03.9	 7.69	315.66841111	 45.88442774	  51.65	 0.970	K2

HD 200779               	104092	21 05 19.70	+07 04 14.4	 8.27	316.33208234	  7.07066797	  67.38	 1.119	K5

HD 20084                	 16489	03 32 19.72	+84 54 40.9	 5.62	 53.08214603	 84.91136314	   9.18	 0.894	G3IIp...

HD 200905               	104060	21 04 55.86	+43 55 40.3	 3.72	316.23273251	 43.92785122	   2.77	 1.609	K5Ibv SB

HD 200914               	104234	21 07 07.69	-25 00 20.7	 4.49	316.78202266	-25.00574796	   6.24	 1.604	K5/M0III

HD 200968               	104239	21 07 10.15	-13 55 22.1	 7.12	316.79229538	-13.92281646	  56.67	 0.901	K1V



HD 20123                	 15219	03 16 12.20	+50 56 15.8	 5.04	 49.05085271	 50.93771066	   3.91	 1.107	G5II

HD 201251               	104194	21 06 36.09	+47 38 54.3	 4.56	316.65036722	 47.64840597	   3.32	 1.569	K4II

HD 201507               	104481	21 09 58.26	+02 56 37.0	 6.44	317.49273258	  2.94359966	  10.89	 0.375	F5IV

HD 201601               	104521	21 10 20.47	+10 07 55.0	 4.70	317.58529617	 10.13194861	  28.38	 0.262	F0p

HD 20165                	 15099	03 14 46.99	+08 58 54.4	 7.83	 48.69579281	  8.98177593	  44.96	 0.861	K0

HD 201889               	104660	21 11 59.24	+24 10 04.4	 8.06	317.99684502	 24.16790023	  17.95	 0.595	G1V

HD 202109               	104732	21 12 56.18	+30 13 37.5	 3.21	318.23408977	 30.22708128	  21.62	 0.990	G8II SB

HD 202314               	104822	21 14 10.28	+29 54 03.5	 6.18	318.54284318	 29.90096125	   1.34	 1.105	G2Ib

HD 202444               	104887	21 14 47.35	+38 02 39.6	 3.74	318.69727757	 38.04432043	  47.80	 0.393	F1IV

HD 202447               	104987	21 15 49.40	+05 14 53.1	 3.92	318.95581976	  5.24807390	  17.51	 0.549	G0III+...

HD 202573               	105000	21 15 57.22	+25 26 02.1	 6.99	318.98839702	 25.43392748	   5.50	 0.887	G5V:

HD 202575               	105038	21 16 32.38	+09 23 38.8	 7.88	319.13491990	  9.39411501	  61.83	 1.020	K2

HD 202751               	105152	21 18 02.70	+00 09 43.3	 8.15	319.51125500	  0.16203347	  52.03	 0.990	K2

HD 203338               	105259	21 19 15.69	+58 37 24.6	 5.51	319.81538311	 58.62350994	   0.89	 1.114	B3Vv comp

HD 203344               	105411	21 21 04.24	+23 51 22.5	 5.58	320.26766229	 23.85625829	  11.63	 1.057	K1III

HD 203387               	105515	21 22 14.78	-16 50 04.4	 4.28	320.56157261	-16.83455521	  15.13	 0.888	G8III

HD 203454               	105406	21 21 01.44	+40 20 44.1	 6.39	320.25599353	 40.34557430	  37.64	 0.533	F8V

HD 203504               	105502	21 22 05.13	+19 48 15.7	 4.08	320.52139118	 19.80435581	  21.19	 1.108	K1III

HD 203784               	105607	21 23 22.99	+37 24 23.3	 6.55	320.84578611	 37.40648196	   9.23	 0.510	F6II-III

HD 204075               	105881	21 26 40.03	-22 24 41.0	 3.77	321.66678212	-22.41137838	   8.19	 1.002	G4Ibp...

HD 204139               	105928	21 27 14.83	-21 11 46.1	 5.78	321.81181113	-21.19612774	   7.05	 1.440	K3III

HD 204381               	106039	21 28 43.32	-21 48 25.8	 4.50	322.18048346	-21.80716659	  18.18	 0.889	K0III

HD 204642               	106081	21 29 15.41	+28 35 00.0	 6.75	322.31420226	 28.58334620	  10.25	 1.086	K2III

HD 204771               	106093	21 29 26.91	+46 32 25.2	 5.22	322.36213795	 46.54033179	  14.58	 0.965	K0III

HD 204867               	106278	21 31 33.52	-05 34 16.2	 2.90	322.88966951	 -5.57115593	   5.33	 0.828	G0Ib


HD 205435               	106481	21 33 58.87	+45 35 31.4	 3.98	323.49530361	 45.59206564	  26.20	 0.885	G8III

HD 205512               	106551	21 34 46.48	+38 32 01.8	 4.87	323.69365589	 38.53382684	  12.76	 1.085	K1III

HD 205626               	106635	21 35 56.44	+26 22 10.6	 9.25	323.98515492	 26.36959839	   3.86	 0.586	F8V

HD 205627               	106637	21 35 57.32	+26 22 11.7	 9.27	323.98882511	 26.36990516	  -0.56	 0.570	F8V


HD 205741               	106515	21 34 25.84	+66 43 35.5	 6.95	323.60767059	 66.72652343	   5.58	 1.111	K1III

HD 205776               	106538	21 34 38.99	+66 46 20.4	 7.03	323.66246425	 66.77232595	   3.11	 1.305	K2III

HD 205852               	106787	21 37 45.37	+19 19 06.9	 5.46	324.43903480	 19.31857481	  10.15	 0.321	F1IV

HD 206067               	106944	21 39 33.28	+02 14 37.5	 5.10	324.88868707	  2.24376298	  13.55	 1.034	K0III

HD 206078               	106730	21 37 10.37	+62 18 14.3	 7.16	324.29319768	 62.30396468	   6.41	 0.968	G8III



HD 20630                	 15457	03 19 21.54	+03 22 11.9	 4.84	 49.83974536	  3.36997055	 109.18	 0.681	G5Vvar

HD 20644                	 15549	03 20 20.37	+29 02 54.6	 4.47	 50.08485949	 29.04849835	   5.09	 1.555	K2II-III

HD 206453               	107188	21 42 39.42	-18 51 58.7	 4.72	325.66423845	-18.86630105	  11.22	 0.868	G8III

HD 206778               	107315	21 44 11.14	+09 52 30.0	 2.38	326.04641808	  9.87500791	   4.85	 1.520	K2Ibvar

HD 206826               	107310	21 44 08.40	+28 44 35.6	 4.49	326.03501874	 28.74322228	  44.64	 0.512	F6V

HD 206859               	107348	21 44 30.69	+17 21 00.2	 4.34	326.12787716	 17.35004352	   3.62	 1.161	G5Ib

HD 206860               	107350	21 44 31.19	+14 46 20.0	 5.96	326.12996019	 14.77221491	  54.37	 0.587	G0V

HD 206952               	107119	21 41 55.08	+71 18 40.3	 4.55	325.47948373	 71.31118695	  18.55	 1.108	K0III

HD 207089               	107472	21 46 04.36	+22 56 56.0	 5.29	326.51816071	 22.94888549	   2.89	 1.381	K0Ib

HD 207134               	107502	21 46 23.84	+25 33 48.1	 6.28	326.59934972	 25.56337264	   8.72	 1.212	K3III:


HD 207795               	107895	21 51 39.24	+00 50 58.5	 8.60	327.91349637	  0.84958446	  28.47	 0.848	K2

HD 207804               	107840	21 50 51.77	+32 40 17.2	 8.31	327.71568949	 32.67145624	   2.68	 1.062	K0

HD 207958               	108036	21 53 17.58	-13 33 06.5	 5.08	328.32326591	-13.55180134	  36.15	 0.378	F3IV

HD 207966               	107920	21 51 53.07	+42 20 40.6	 7.85	327.97112044	 42.34462130	  33.93	 0.798	G5

HD 207978               	107975	21 52 29.96	+28 47 37.3	 5.52	328.12481712	 28.79369216	  36.15	 0.426	F6IVwvar

HD 208313               	108156	21 54 44.89	+32 19 44.9	 7.73	328.68706116	 32.32913686	  49.21	 0.911	K0

HD 208703               	108453	21 58 13.28	-05 25 28.8	 6.33	329.55534953	 -5.42466689	  17.98	 0.378	F5IV

HD 20894                	 15643	03 21 24.03	-23 38 06.3	 5.50	 50.35010618	-23.63508924	   7.75	 0.885	G8III

HD 209290               	108782	22 02 10.54	+01 24 03.3	 9.17	330.54391282	  1.40090869	  96.98	 1.453	M0

HD 209747               	109068	22 05 40.69	+05 03 29.8	 4.86	331.41954990	  5.05828453	  12.38	 1.443	K4III

HD 209750               	109074	22 05 47.03	-00 19 11.4	 2.95	331.44593869	 -0.31982656	   4.30	 0.969	G2Ib

HD 209772               	108924	22 03 52.93	+63 07 11.2	 5.26	330.97054172	 63.11977885	   7.27	 1.557	M5III

HD 209790               	108917	22 03 47.16	+64 37 39.9	 4.26	330.94650782	 64.62775425	  32.07	 0.379	Am

HD 209791               	108917	22 03 47.16	+64 37 39.9	 4.26	330.94650782	 64.62775425	  32.07	 0.379	Am

HD 210277               	109378	22 09 29.82	-07 32 51.2	 6.54	332.37423100	 -7.54756077	  46.97	 0.773	G0

HD 210459               	109410	22 09 59.25	+33 10 41.8	 4.28	332.49688603	 33.17826747	  12.96	 0.471	F5III

HD 210460               	109439	22 10 18.96	+19 36 59.6	 6.18	332.57901866	 19.61656699	  18.01	 0.688	G0V

HD 210667               	109527	22 11 11.89	+36 15 25.0	 7.23	332.79956227	 36.25693789	  44.57	 0.812	K0

HD 210702               	109577	22 11 51.33	+16 02 26.1	 5.93	332.96388678	 16.04059653	  17.88	 0.951	K1III

HD 210745               	109492	22 10 51.26	+58 12 04.5	 3.39	332.71359131	 58.20124992	   4.49	 1.558	K1Ibv SB

HD 210848               	109737	22 13 44.39	-25 10 51.3	 5.58	333.43494738	-25.18092537	  14.78	 0.497	F7II

HD 210905               	109585	22 11 56.74	+59 05 03.8	 6.29	332.98642744	 59.08438564	   9.44	 1.123	K0III

HD 211076               	109788	22 14 18.45	+17 11 22.4	 6.50	333.57688102	 17.18956616	   8.19	 1.288	K4III

HD 21120                	 15900	03 24 48.84	+09 01 44.6	 3.61	 51.20349011	  9.02906504	  15.42	 0.887	G8III

HD 211476               	110035	22 17 14.63	+12 53 53.7	 7.04	334.31096602	 12.89825178	  32.55	 0.606	G2V

HD 212430               	110602	22 24 27.03	-13 31 45.9	 5.76	336.11262494	-13.52940359	   6.01	 0.970	K0III

HD 212496               	110538	22 23 33.64	+52 13 46.2	 4.42	335.89015172	 52.22949951	  19.21	 1.015	G9III

HD 212697               	110778	22 26 34.15	-16 44 31.7	 5.55	336.64228154	-16.74214759	  49.80	 0.618	G3V

HD 212698               	110778	22 26 34.15	-16 44 31.7	 5.55	336.64228154	-16.74214759	  49.80	 0.618	G3V

HD 212754               	110785	22 26 37.22	+04 23 37.1	 5.76	336.65507484	  4.39363758	  25.34	 0.519	F7V

HD 213306               	110991	22 29 10.25	+58 24 54.7	 4.07	337.29269975	 58.41518990	   3.32	 0.778	G2Ibvar

HD 214376               	111710	22 37 45.42	-04 13 39.9	 5.04	339.43925419	 -4.22776291	  13.92	 1.140	K2III

HD 214665               	111795	22 38 37.87	+56 47 44.6	 5.11	339.65778029	 56.79571012	   7.59	 1.537	M4III

HD 21552                	 16335	03 30 34.48	+47 59 42.6	 4.36	 52.64367585	 47.99517199	   9.23	 1.367	K3III


HD 215648               	112447	22 46 41.44	+12 10 26.7	 4.20	341.67267295	 12.17408381	  61.54	 0.502	F7V

HD 215665               	112440	22 46 31.84	+23 33 56.4	 3.97	341.63267663	 23.56567939	   8.26	 1.070	G8II-III

HD 215704               	112426	22 46 20.16	+50 12 35.9	 7.87	341.58398476	 50.20997093	  33.54	 0.803	K0

HD 216032               	112716	22 49 35.51	-13 35 33.1	 4.05	342.39795761	-13.59253756	   8.58	 1.570	K5III

HD 216131               	112748	22 50 00.10	+24 36 06.1	 3.51	342.50041810	 24.60168486	  27.95	 0.933	M2III

HD 216182               	112813	22 50 46.32	-07 18 42.8	 7.01	342.69298521	 -7.31189044	   4.30	 1.192	K0

HD 216228               	112724	22 49 40.91	+66 12 02.6	 3.50	342.42046735	 66.20071089	  28.27	 1.053	K0III

HD 216259               	112870	22 51 26.11	+13 58 10.2	 8.29	342.85880920	 13.96949165	  47.56	 0.849	K0

HD 216385               	112935	22 52 23.77	+09 50 08.0	 5.16	343.09902715	  9.83555733	  37.25	 0.487	F7IV

HD 216386               	112961	22 52 36.86	-07 34 46.8	 3.73	343.15360192	 -7.57967878	   8.33	 1.626	M2IIIvar

HD 216640               	113148	22 54 45.60	-16 16 18.3	 5.53	343.69002010	-16.27174207	  23.27	 1.111	K1III

HD 216899               	113296	22 56 35.43	+16 33 14.8	 8.68	344.14764241	 16.55412209	 145.27	 1.507	M2:

HD 217014               	113357	22 57 27.85	+20 46 07.3	 5.45	344.36604441	 20.76868410	  65.10	 0.666	G5V

HD 217131               	113433	22 58 23.61	-01 24 36.7	 6.38	344.59838162	 -1.41019267	  10.28	 0.366	F0V

HD 21754                	 16369	03 30 52.37	+12 56 12.1	 4.14	 52.71819576	 12.93668186	   9.05	 1.112	K0II-III...

HD 217906               	113881	23 03 46.33	+28 04 56.8	 2.44	345.94305575	 28.08245462	  16.37	 1.655	M2II-IIIvar

HD 217926               	113904	23 04 00.80	+06 36 58.8	 6.42	346.00331290	  6.61632017	  12.01	 0.417	F2V

HD 218031               	113919	23 04 10.83	+50 03 06.1	 4.64	346.04513231	 50.05168397	  18.20	 1.058	K0III

HD 218101               	113994	23 05 06.40	+16 33 48.1	 6.43	346.27665583	 16.56334967	  24.78	 0.886	G8IV

HD 218209               	113989	23 05 05.15	+68 25 00.0	 7.49	346.27146742	 68.41666824	  33.65	 0.646	G6V

HD 218240               	114119	23 06 40.81	-23 44 35.2	 4.48	346.67003033	-23.74311680	  17.32	 0.892	G8III

HD 218329               	114144	23 07 00.26	+09 24 34.3	 4.54	346.75106602	  9.40952259	  10.13	 1.559	M2III

HD 218356               	114155	23 07 06.74	+25 28 06.0	 4.76	346.77807997	 25.46833959	   6.07	 1.285	K0IIp

HD 218452               	114200	23 07 39.28	+46 23 14.3	 5.30	346.91365671	 46.38730373	   9.54	 1.409	K5III

HD 218594               	114341	23 09 26.76	-21 10 20.9	 3.68	347.36150879	-21.17248555	  13.96	 1.202	K1III

HD 218658               	114222	23 07 53.84	+75 23 15.3	 4.41	346.97432546	 75.38758150	  14.83	 0.802	G2III

HD 218659               	114334	23 09 22.28	+42 42 36.3	 8.44	347.34283362	 42.71008439	   7.12	 0.436	F2

HD 218738               	114379	23 09 57.23	+47 57 30.0	 7.91	347.48847477	 47.95834319	  39.56	 0.900	K0Ve

HD 218739               	114385	23 09 58.74	+47 57 33.9	 7.11	347.49475005	 47.95941493	  34.06	 0.658	G5

HD 218804               	114430	23 10 27.36	+43 32 41.1	 5.91	347.61401487	 43.54473662	  35.39	 0.450	F5IV

HD 218935               	114526	23 11 49.31	+26 50 51.3	 6.19	347.95547912	 26.84757838	  13.48	 0.937	G8III-IV


HD 219175A              	114702	23 14 07.15	-08 55 27.3	 7.55	348.52977577	 -8.92423966	  26.52	 0.544	F9V

HD 219175B              	114703	23 14 07.28	-08 55 52.3	 8.20	348.53031710	 -8.93119767	  35.69	 0.651	G3V

HD 219215               	114724	23 14 19.33	-06 02 54.7	 4.22	348.58055219	 -6.04852680	  14.68	 1.545	M2III

HD 219291               	114725	23 14 21.72	+29 46 18.7	 6.41	348.59050295	 29.77185000	   8.87	 0.448	F6IVw

HD 219449               	114855	23 15 53.28	-09 05 15.7	 4.24	348.97198728	 -9.08769554	  21.97	 1.107	K0III

HD 219487               	114863	23 15 57.83	+24 46 15.4	 6.57	348.99094364	 24.77094006	  23.25	 0.415	F5V

HD 219576               	114939	23 16 50.95	-07 43 35.3	 4.93	349.21229368	 -7.72646619	   5.09	 1.613	M3III

HD 219615               	114971	23 17 09.49	+03 16 56.1	 3.70	349.28955677	  3.28224524	  24.92	 0.916	G7III

HD 219734               	115022	23 17 44.62	+49 00 55.0	 4.82	349.43590129	 49.01528336	   4.98	 1.668	M2III

HD 219834               	115126	23 19 06.51	-13 27 30.4	 5.20	349.77712113	-13.45844256	  48.22	 0.787	G6/G8IV


HD 219916               	115088	23 18 37.41	+68 06 41.1	 4.75	349.65586210	 68.11141807	  15.48	 0.836	K0III

HD 219945               	115152	23 19 29.79	+48 37 30.7	 5.44	349.87411644	 48.62519601	   9.95	 1.014	K0III

HD 219953               	115194	23 19 57.78	+28 52 04.7	 8.87	349.99074690	 28.86797386	  31.50	 0.811	K1V

HD 219962               	115171	23 19 41.37	+48 22 51.1	 6.29	349.92239405	 48.38085976	   6.86	 1.123	K1III

HD 220117               	115280	23 20 53.17	+38 10 56.9	 5.77	350.22153629	 38.18247497	  23.59	 0.468	F5V

HD 220182               	115331	23 21 36.00	+44 05 50.5	 7.36	350.39998343	 44.09735013	  45.63	 0.801	K1V

HD 220321               	115438	23 22 58.30	-20 06 01.2	 3.96	350.74292280	-20.10034505	  20.14	 1.082	K0III

HD 22049                	 16537	03 32 56.42	-09 27 29.9	 3.72	 53.23509009	 -9.45830584	 310.75	 0.881	K2V

HD 220657               	115623	23 25 22.66	+23 24 14.4	 4.42	351.34442250	 23.40401243	  18.83	 0.617	F8IV

HD 220704               	115669	23 26 02.82	-20 38 30.7	 4.38	351.51173897	-20.64186122	  10.57	 1.460	K4III

HD 22072                	 16641	03 34 08.32	+17 50 00.9	 6.14	 53.53466813	 17.83358303	  23.57	 0.891	K1IVe...

HD 220952               	115829	23 27 58.07	+23 35 12.0	 7.86	351.99197746	 23.58665908	   6.74	 0.942	K1IV

HD 220954               	115830	23 27 58.17	+06 22 44.8	 4.27	351.99236589	  6.37909727	  20.54	 1.062	K1III

HD 221115               	115919	23 29 09.26	+12 45 37.8	 4.54	352.28858456	 12.76049243	  18.34	 0.939	G8III

HD 221148               	115953	23 29 31.98	-04 31 55.9	 6.26	352.38323384	 -4.53218332	  20.44	 1.123	K3IIIvar

HD 221170               	115949	23 29 28.82	+30 25 58.3	 7.67	352.37008305	 30.43286660	   2.30	 1.027	G2IV

HD 221345               	116076	23 31 17.20	+39 14 11.0	 5.22	352.82165645	 39.23640180	  13.09	 1.029	K0III

HD 221639               	116251	23 33 20.62	+60 24 39.1	 7.20	353.33593332	 60.41085235	  14.58	 0.920	K1V

HD 221670               	116278	23 33 35.65	+60 28 07.0	 7.36	353.39856200	 60.46860986	   4.04	 0.976	G9III

HD 221673               	116310	23 33 57.15	+31 19 31.2	 4.97	353.48813881	 31.32532196	   5.95	 1.383	K4III

HD 222093               	116591	23 37 39.54	-13 03 37.1	 5.66	354.41474582	-13.06030596	  11.50	 1.025	K0III

HD 222107               	116584	23 37 33.71	+46 27 33.0	 3.81	354.39044870	 46.45917621	  38.74	 0.984	G8III-IV

HD 22211                	 16695	03 34 49.10	+06 25 03.8	 6.49	 53.70456368	  6.41773268	   7.43	 0.642	G0

