#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-07-01T03:26:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ595715f620d8	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ595715f620d8&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-ignore=HIPep=*&HIPep=HIPep&Erratum=Erratum&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-out.add=_1
#-c.r=10
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=RAhms
#-out=DEdms
#-out=Vmag
#-out=RA(ICRS)
#-out=DE(ICRS)
#-out=Plx
#-out=B-V
#-out=SpType
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(a11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra;meta.main]
#Column	DEdms	(a11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RA(ICRS)	(F12.8)	*? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra]
#Column	DE(ICRS)	(F12.8)	*? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a12)	Spectral type (H76)	[ucd=src.spType]
_1	HIP	RAhms	DEdms	Vmag	RA(ICRS)	DE(ICRS)	Plx	B-V	SpType
HIP 79672               	 79672	16 15 37.13	-08 22 05.7	 5.49	243.90472242	 -8.36823651	  71.30	 0.652	G1V

HIP 79755               	 79755	16 16 43.50	+67 14 19.1	 8.61	244.18123674	 67.23863768	  93.79	 1.409	M0Vvar

HIP 79762               	 79762	16 16 46.04	+67 15 21.7	10.69	244.19184900	 67.25602668	  93.14	 1.500	M3

HIP 7981                	  7981	01 42 29.95	+20 16 12.5	 5.24	 25.62479083	 20.27015091	 133.91	 0.836	K1V

HIP 79946               	 79946	16 19 08.40	-28 17 35.7	 7.68	244.78499521	-28.29326373	  24.28	 0.616	G5V

HIP 80295               	 80295	16 23 27.00	-11 35 39.5	10.40	245.86251148	-11.59431685	  20.67	 1.009	K3V

HIP 80366               	 80366	16 24 19.94	-13 38 28.2	 8.40	246.08309261	-13.64115865	  46.44	 0.950	K2V

HIP 80459               	 80459	16 25 24.19	+54 18 16.3	10.13	246.35079602	 54.30451781	 151.93	 1.591	M2

HIP 8051                	  8051	01 43 20.43	+04 19 24.7	10.93	 25.83510906	  4.32351508	  88.86	 1.525	M2V:

HIP 80644               	 80644	16 27 57.05	+07 18 21.9	 8.83	246.98772289	  7.30608720	  56.43	 1.253	K5

HIP 8070                	  8070	01 43 41.25	+63 49 29.3	 8.42	 25.92186046	 63.82481469	  74.45	 1.202	K5V


HIP 80902               	 80902	16 31 17.27	+79 47 24.0	 7.01	247.82195920	 79.78998852	  36.73	 0.607	G0


HIP 81300               	 81300	16 36 21.18	-02 19 25.8	 5.77	249.08826456	 -2.32383592	 102.27	 0.827	K2V

HIP 81347               	 81347	16 36 48.57	-06 17 39.5	 7.85	249.20237454	 -6.29429847	  17.93	 0.783	G5

HIP 8159                	  8159	01 44 55.85	+20 05 00.3	 6.27	 26.23271918	 20.08340568	  30.71	 0.720	G5IV

HIP 81662               	 81662	16 40 56.50	+21 56 53.3	 7.67	250.23541321	 21.94814346	  22.31	 0.591	F8

HIP 81681               	 81681	16 41 08.23	-02 51 22.3	 7.21	250.28429271	 -2.85619761	  33.84	 0.631	G0

HIP 81767               	 81767	16 42 07.28	-29 07 29.1	 7.84	250.53034874	-29.12475163	  18.14	 0.683	G5V

HIP 81813               	 81813	16 42 39.02	+68 06 04.1	 7.56	250.66257909	 68.10112992	  41.15	 0.769	K1V

HIP 81910               	 81910	16 43 51.45	-26 48 31.3	 6.72	250.96436285	-26.80869636	  21.26	 0.674	G2/G3V

HIP 82003               	 82003	16 45 06.38	+33 30 29.9	 8.10	251.27657720	 33.50829750	 102.35	 1.310	K7V

HIP 82267               	 82267	16 48 35.56	+37 00 51.3	 8.40	252.14815779	 37.01425370	  30.96	 0.821	K7V

HIP 82389               	 82389	16 50 05.31	+18 54 02.1	 8.85	252.52213546	 18.90058890	  37.36	 1.020	K0


HIP 82621               	 82621	16 53 25.26	-20 24 55.8	 5.86	253.35523754	-20.41548861	  35.73	 0.685	G5IV

HIP 82636               	 82636	16 53 32.23	+42 49 32.3	 6.81	253.38430228	 42.82564648	  21.13	 0.631	G0V

HIP 82688               	 82688	16 54 08.17	-04 20 23.7	 7.82	253.53402417	 -4.33990566	  20.99	 0.591	G0

HIP 83006               	 83006	16 57 42.35	+47 21 41.4	 7.93	254.42645006	 47.36150562	  57.13	 1.004	K0

HIP 83020               	 83020	16 57 53.31	+47 21 57.7	 7.76	254.47211191	 47.36602661	  55.71	 0.980	K0

HIP 83043               	 83043	16 58 08.92	+25 44 43.4	 9.70	254.53718424	 25.74539445	  96.90	 1.522	M2

HIP 83181               	 83181	17 00 01.60	-07 31 53.8	 7.98	255.00666961	 -7.53161019	  22.87	 0.652	G0

HIP 83389               	 83389	17 02 36.30	+47 04 47.3	 6.76	255.65124140	 47.07980407	  55.37	 0.728	G8V

HIP 8346                	  8346	01 47 38.43	-26 44 57.7	 8.98	 26.91014516	-26.74935383	  25.79	 0.795	K0V

HIP 83541               	 83541	17 04 27.79	-28 34 55.3	 6.59	256.11578258	-28.58202423	  55.31	 0.814	K1V


HIP 83689               	 83689	17 06 16.17	+15 13 47.4	 7.07	256.56738530	 15.22983542	   4.43	 0.960	K0V

HIP 84099               	 84099	17 11 34.59	+38 26 34.3	11.54	257.89412267	 38.44286912	  83.13	      	

HIP 84417               	 84417	17 15 28.94	+10 51 38.0	 8.67	258.87057067	 10.86055875	  13.08	 0.734	G5


HIP 84616               	 84616	17 17 50.41	+52 26 51.3	 7.93	259.46003026	 52.44758821	  53.97	 1.019	K2

HIP 84636               	 84636	17 18 07.07	-24 04 22.2	 6.59	259.52946915	-24.07284264	  21.20	 0.647	G3V

HIP 84801               	 84801	17 19 59.53	-05 55 01.3	 6.31	259.99803077	 -5.91703822	  18.74	 0.850	G9V

HIP 84862               	 84862	17 20 39.47	+32 28 13.0	 5.38	260.16447313	 32.47027246	  69.48	 0.619	G0V

HIP 85017               	 85017	17 22 34.56	-19 36 57.0	 7.84	260.64401774	-19.61584444	  29.87	 0.783	G8V

HIP 85042               	 85042	17 22 51.26	-02 23 16.5	 6.28	260.71358055	 -2.38791454	  51.39	 0.680	G5IV

HIP 85158               	 85158	17 24 08.74	-34 47 52.8	 6.92	261.03643197	-34.79800329	  30.46	 0.588	G0/G1V

HIP 85244               	 85244	17 25 08.34	+53 07 57.2	 7.82	261.28474854	 53.13254796	  24.42	 0.667	G0


HIP 8548                	  8548	01 50 15.32	-06 42 15.1	 7.07	 27.56381549	 -6.70418331	  23.26	 0.569	F8

HIP 85665               	 85665	17 30 22.71	+05 32 56.8	 9.33	262.59462845	  5.54912350	 100.17	 1.461	M1V...

HIP 85799               	 85799	17 31 54.14	+16 49 26.6	 6.98	262.97556500	 16.82405994	  19.85	 0.534	G0V

HIP 85810               	 85810	17 32 01.16	+34 16 15.6	 6.52	263.00484063	 34.27099419	  42.20	 0.639	G5V



HIP 86431               	 86431	17 39 37.24	+37 11 08.7	 8.39	264.90515414	 37.18574616	  18.32	 0.576	G0V

HIP 86540               	 86540	17 41 06.93	+72 25 10.6	 7.60	265.27889573	 72.41962037	  34.57	 0.720	K0

HIP 86722               	 86722	17 43 15.72	+21 36 38.6	 7.51	265.81550264	 21.61071579	  42.45	 0.752	K0V

HIP 86776               	 86776	17 43 55.95	+43 22 48.3	10.49	265.98314449	 43.38007697	 105.39	 1.528	M3

HIP 86961               	 86961	17 46 12.66	-32 06 10.0	10.49	266.55276344	-32.10277328	 161.77	 1.463	M2V:

HIP 86974               	 86974	17 46 27.72	+27 43 21.0	 3.42	266.61549553	 27.72249917	 119.05	 0.750	G5IV

HIP 87062               	 87062	17 47 27.83	-08 46 44.5	10.60	266.86594052	 -8.77904096	  10.34	 0.605	F8

HIP 87089               	 87089	17 47 42.41	+04 56 24.6	 8.91	266.92671356	  4.94016994	  26.16	 0.822	K1V

HIP 8768                	  8768	01 52 48.64	-22 26 05.5	 8.89	 28.20266288	-22.43485464	  90.17	 1.424	K5/M0V

HIP 87710               	 87710	17 54 57.70	-07 44 01.7	 6.92	268.74043589	 -7.73381162	  22.30	 0.759	G5


HIP 88194               	 88194	18 00 38.99	+29 34 17.4	 7.07	270.16244923	 29.57150083	  34.57	 0.635	G2V

HIP 88217               	 88217	18 00 57.30	+15 05 37.7	 6.28	270.23875892	 15.09379176	  22.20	 0.747	G5IV

HIP 88348               	 88348	18 02 30.61	+26 18 52.1	 7.01	270.62753648	 26.31446576	  45.61	 0.799	K0V

HIP 88574               	 88574	18 05 07.25	-03 01 49.8	 9.37	271.28019098	 -3.03051102	 128.28	 1.508	M2V

HIP 88778               	 88778	18 07 24.18	+15 57 24.0	 8.18	271.85072956	 15.95667986	   4.06	 1.276	K2

HIP 88945               	 88945	18 09 21.33	+29 57 05.6	 6.84	272.33888844	 29.95156418	  39.62	 0.633	G0

HIP 88972               	 88972	18 09 37.65	+38 27 32.1	 6.38	272.40688326	 38.45891534	  90.11	 0.876	K2V

HIP 89215               	 89215	18 12 22.17	+05 24 10.1	10.37	273.09237606	  5.40279675	  17.00	 0.755	G:

HIP 89270               	 89270	18 12 59.40	+28 15 26.4	 8.08	273.24752028	 28.25732582	  12.72	 0.578	F8

HIP 89275               	 89275	18 13 02.31	+28 14 46.9	 8.23	273.25962315	 28.24635874	  12.39	 0.529	F8

HIP 89282               	 89282	18 13 07.19	+41 28 32.4	 7.38	273.27994137	 41.47567892	  29.91	 0.649	F8

HIP 89620               	 89620	18 17 23.66	-28 17 19.0	 6.36	274.34860342	-28.28860655	  33.72	 0.536	F8V

HIP 89844               	 89844	18 20 03.99	-09 35 42.6	 6.92	275.01660879	 -9.59517776	  26.40	 0.724	G5

HIP 90004               	 90004	18 21 49.80	-11 55 21.1	 7.95	275.45748495	-11.92251503	  23.19	 0.713	G5

HIP 90355               	 90355	18 26 10.20	+08 46 43.3	 7.83	276.54251193	  8.77868888	  37.04	 0.699	G7V

HIP 90485               	 90485	18 27 49.48	-29 49 00.8	 5.90	276.95618477	-29.81690216	  27.53	 0.517	F8V

HIP 90593               	 90593	18 29 11.01	+11 41 44.0	 8.21	277.29587436	 11.69554386	  15.39	 0.677	G5

HIP 90656               	 90656	18 29 52.31	-01 49 03.5	 8.04	277.46794575	 -1.81763239	  53.30	 1.074	K3V

HIP 9073                	  9073	01 56 47.32	+23 03 04.2	 7.85	 29.19715132	 23.05117755	  30.00	 0.711	G5

HIP 90790               	 90790	18 31 19.05	-18 54 30.0	 6.81	277.82935904	-18.90833868	  75.71	 0.861	K1V

HIP 90864               	 90864	18 32 10.40	+13 44 10.6	 7.20	278.04331920	 13.73626659	  39.73	 0.692	G8V

HIP 9094                	  9094	01 57 09.82	-10 14 30.6	 6.42	 29.29093654	-10.24183649	  29.43	 0.817	G5

HIP 91287               	 91287	18 37 12.73	-25 40 14.1	 7.43	279.30303766	-25.67058294	  33.17	 0.687	G5V

HIP 91332               	 91332	18 37 42.56	-07 20 11.5	 7.98	279.42734957	 -7.33651722	  17.35	 0.679	G0

HIP 91381               	 91381	18 38 16.14	+28 55 35.6	 8.44	279.56723078	 28.92656765	  28.26	 0.704	G5V

HIP 91438               	 91438	18 38 53.45	-21 03 05.4	 5.85	279.72269706	-21.05150199	  77.02	 0.673	G5V

HIP 91700               	 91700	18 42 02.36	-34 27 58.2	 7.95	280.50983701	-34.46617765	  30.08	 0.748	G5V


HIP 91772               	 91768	18 42 48.22	+59 37 33.7	 8.94	280.70090582	 59.62601593	 280.28	 1.504	K5

HIP 919                 	   919	00 11 22.30	+30 26 58.2	 7.95	  2.84289740	 30.44948927	  29.35	 0.755	K0V

HIP 91949               	 91949	18 44 35.20	+43 49 59.8	 7.54	281.14668506	 43.83327937	  36.70	 0.843	K0

HIP 92200               	 92200	18 47 27.33	-03 38 21.0	 8.81	281.86386608	 -3.63916615	  70.80	 1.295	K5

HIP 92418               	 92418	18 50 02.00	+15 18 40.3	 7.52	282.50831977	 15.31119189	  18.34	 0.621	F8

HIP 9269                	  9269	01 59 06.46	+33 12 37.9	 7.14	 29.77693064	 33.21053783	  40.74	 0.773	G5

HIP 92895               	 92895	18 55 40.89	+04 15 56.0	 8.02	283.92036782	  4.26554316	   7.84	 0.869	G8V

HIP 93185               	 93185	18 58 50.97	+30 10 48.6	 6.80	284.71235563	 30.18017204	  42.68	 0.606	G0

HIP 93341               	 93341	19 00 43.48	+19 04 33.3	10.10	285.18118739	 19.07592021	  15.62	 0.703	G0

HIP 93518               	 93518	19 02 44.41	-00 42 39.3	 8.36	285.68505833	 -0.71091795	  10.52	 0.738	G5

HIP 9353                	  9353	02 00 09.02	+03 05 51.5	 5.89	 30.03760293	  3.09763527	  32.18	 0.610	G2IV

HIP 93746               	 93746	19 05 20.80	+25 55 14.8	 7.18	286.33666621	 25.92078674	  16.94	 1.093	K0

HIP 94075               	 94075	19 09 03.06	+34 35 57.8	 7.97	287.26274156	 34.59938067	  21.40	 0.750	G5

HIP 94336               	 94336	19 12 05.22	+49 51 15.3	 5.85	288.02173147	 49.85423807	  40.16	 0.666	G4V+...

HIP 94615               	 94615	19 15 14.38	+19 36 33.2	 9.67	288.80992762	 19.60921047	  10.07	 0.687	G5

HIP 94645               	 94645	19 15 33.15	-24 10 44.8	 6.25	288.88814331	-24.17910471	  36.97	 0.548	F8V

HIP 94751               	 94751	19 16 48.59	+18 58 35.2	 7.02	289.20243822	 18.97645669	  17.08	 0.588	F8V


HIP 94981               	 94981	19 19 39.04	+37 19 51.5	 6.29	289.91268060	 37.33098454	  39.64	 0.676	G8V

HIP 95015               	 95015	19 20 00.17	-09 19 22.2	 8.59	290.00070908	 -9.32282812	  20.49	 0.841	G5

HIP 95447               	 95447	19 24 57.77	+11 56 34.3	 5.17	291.24070960	 11.94285122	  66.01	 0.761	G8IVvar

HIP 95575               	 95575	19 26 25.57	+49 27 48.9	 8.01	291.60655771	 49.46357557	  39.73	 0.929	K3V

HIP 95740               	 95740	19 28 24.58	+08 21 29.3	 7.86	292.10242998	  8.35813467	  18.93	 0.678	G2IV

HIP 95821               	 95821	19 29 21.46	+31 36 34.8	 6.95	292.33942055	 31.60965599	  27.47	 0.718	G5

HIP 95962               	 95962	19 30 52.80	-06 30 50.7	 7.27	292.72000978	 -6.51407984	  29.18	 0.640	G0

HIP 96085               	 96085	19 32 06.56	-11 16 29.9	 7.53	293.02735301	-11.27498601	  55.50	 0.922	K2V


HIP 96471               	 96471	19 36 45.81	-10 26 34.0	 8.38	294.19088968	-10.44276795	  32.98	 1.011	K2V

HIP 9683                	  9683	02 04 34.36	+25 24 53.0	 7.43	 31.14315629	 25.41473128	  26.91	 0.710	K0

HIP 96895               	 96895	19 41 49.09	+50 31 31.6	 5.99	295.45453769	 50.52544635	  46.25	 0.643	G2V


HIP 97255               	 97255	19 45 57.30	+04 14 54.6	 7.02	296.48874776	  4.24849718	  33.05	 0.612	G0

HIP 97336               	 97336	19 46 58.01	+34 25 11.4	 7.83	296.74171584	 34.41982386	  20.87	 0.661	G5

HIP 97420               	 97420	19 48 00.89	+27 52 08.4	 6.87	297.00369884	 27.86898992	  38.44	 0.660	G2III

HIP 97767               	 97767	19 52 03.64	+11 37 44.9	 6.16	298.01518068	 11.62913862	  36.15	 0.642	G0V

HIP 97769               	 97769	19 52 04.51	+28 06 02.2	 8.24	298.01878278	 28.10059804	  19.00	 0.727	G5IV

HIP 97779               	 97779	19 52 09.31	+07 27 35.6	 7.14	298.03878378	  7.45988046	  29.91	 0.647	G5

HIP 97944               	 97944	19 54 17.82	-23 56 24.3	 6.22	298.57426614	-23.94007450	  70.34	 1.017	K3/K4V

HIP 98020               	 98020	19 55 09.70	+10 44 24.9	 8.83	298.79042053	 10.74023756	  25.32	 0.599	G5Vwe

HIP 98036               	 98036	19 55 18.77	+06 24 28.6	 3.71	298.82819233	  6.40793334	  72.95	 0.855	G8IVvar

HIP 98066               	 98066	19 55 50.23	-26 17 58.9	 4.70	298.95927101	-26.29968718	  42.03	 0.748	G3/G5III

HIP 98192               	 98192	19 57 13.35	+29 49 24.4	 7.91	299.30561123	 29.82344076	  39.24	 0.797	K1V

HIP 9829                	  9829	02 06 30.24	+24 20 03.7	 6.89	 31.62599843	 24.33435081	  43.14	 0.662	G2V

HIP 98575               	 98575	20 01 23.84	-22 44 14.2	 6.01	300.34933830	-22.73727899	  10.42	 0.981	K0III

HIP 98589               	 98589	20 01 32.71	-16 52 07.7	 7.34	300.38629401	-16.86881347	  29.20	 0.654	G5V

HIP 98677               	 98677	20 02 34.25	+15 35 36.6	 7.15	300.64271983	 15.59348989	  51.71	 0.714	G7V

HIP 98698               	 98698	20 02 47.10	+03 19 33.2	 7.46	300.69624414	  3.32589486	  76.26	 1.128	K4V

HIP 98714               	 98714	20 03 00.70	+28 18 25.3	 7.30	300.75293126	 28.30702660	  16.10	 0.793	G5IV

HIP 98767               	 98767	20 03 36.95	+29 53 53.1	 5.73	300.90394052	 29.89807932	  62.92	 0.749	G6IV+...


HIP 98819               	 98819	20 04 06.47	+17 04 16.2	 5.80	301.02693796	 17.07116105	  56.60	 0.600	G1V

HIP 98828               	 98828	20 04 10.09	+25 47 25.2	 7.82	301.04206099	 25.79032448	  46.28	 0.924	K3V

HIP 9911                	  9911	02 07 34.42	-00 36 59.7	 6.88	 31.89341053	 -0.61658189	  27.04	 0.624	G2V

HIP 99427               	 99427	20 10 52.27	+77 14 15.8	 8.88	302.71777449	 77.23772618	  59.53	 1.320	K5

HIP 99452               	 99452	20 11 06.33	+16 11 13.3	 7.34	302.77635847	 16.18702943	  48.83	 0.830	K1V

HIP 99711               	 99711	20 13 59.88	-00 52 03.1	 7.79	303.49950890	 -0.86751441	  50.27	 0.938	K0

HIP 99727               	 99727	20 14 09.25	+06 34 38.5	 8.01	303.53856223	  6.57735961	  15.19	 0.680	G4V

HIP 99729               	 99729	20 14 09.85	+06 35 20.8	 7.71	303.54103840	  6.58912020	  15.89	 0.704	G4IV

HIP 99965               	 99965	20 16 54.74	+50 16 45.4	 8.15	304.22808500	 50.27927108	  32.33	 0.747	G5


HR 6064                 	 79607	16 14 41.04	+33 51 31.8	 5.23	243.67100328	 33.85882404	  46.11	 0.599	F8V

SAO 101438              	 74434	15 12 44.14	+19 17 30.3	 7.71	228.18392888	 19.29174670	  27.79	 0.743	G7V















#INFO	warning=	83 lines skipped
